,DIN_0,DIN_1,DIN_2
2004-12-13,36.49482367423777,36.49482367423777,36.49482367423777
2004-12-14,42.70310485100372,42.70310485100372,42.70310485100372
2004-12-15,46.985091026660825,46.985091026660825,46.985091026660825
2004-12-16,49.254504125738315,49.254504125738315,49.254504125738315
2004-12-17,49.765254874116245,49.765254874116245,49.765254874116245
2004-12-18,48.9169865260078,48.9169865260078,48.9169865260078
2004-12-19,47.12032170308704,47.12032170308704,47.12032170308704
2004-12-20,44.7284241781833,44.7284241781833,44.7284241781833
2004-12-21,42.014964706899015,42.014964706899015,42.014964706899015
2004-12-22,39.17706021301345,39.17706021301345,39.17706021301345
2004-12-23,36.34831107092842,36.34831107092842,36.34831107092842
2004-12-24,33.613921620164824,33.613921620164824,33.613921620164824
2004-12-25,31.024212967688516,31.024212967688516,31.024212967688516
2004-12-26,28.6053994806415,28.6053994806415,28.6053994806415
2004-12-27,26.36764777383854,26.36764777383854,26.36764777383854
2004-12-28,24.310839769615836,24.310839769615836,24.310839769615836
2004-12-29,22.42857616988355,22.42857616988355,22.42857616988355
2004-12-30,20.710878436621407,20.710878436621407,20.710878436621407
2004-12-31,19.1459789522514,19.1459789522514,19.1459789522514
2005-01-01,17.721479670700788,17.721479670700788,17.721479670700788
2005-01-02,16.425034741427478,16.425034741427478,16.425034741427478
2005-01-03,15.244837084350753,15.244837084350753,15.244837084350753
2005-01-04,14.169813289805415,14.169813289805415,14.169813289805415
2005-01-05,13.1897461373784,13.1897461373784,13.1897461373784
2005-01-06,12.295308040773415,12.295308040773415,12.295308040773415
2005-01-07,11.478046300739924,11.478046300739924,11.478046300739924
2005-01-08,16.20753547245384,16.20753547245384,16.20753547245384
2005-01-09,19.237773745652266,19.237773745652266,19.237773745652266
2005-01-10,21.302894437002763,21.302894437002763,21.302894437002763
2005-01-11,22.305471808695728,22.305471808695728,22.305471808695728
2005-01-12,22.43077129389165,22.43077129389165,22.43077129389165
2005-01-13,21.93907682835846,21.93907682835846,21.93907682835846
2005-01-14,21.0637243222304,21.0637243222304,21.0637243222304
2005-01-15,19.980145419808906,19.980145419808906,19.980145419808906
2005-01-16,18.807731397740007,18.807731397740007,18.807731397740007
2005-01-17,17.62217965570022,17.62217965570022,17.62217965570022
2005-01-18,16.468488471125617,16.468488471125617,16.468488471125617
2005-01-19,15.371363826578113,15.371363826578113,15.371363826578113
2005-01-20,14.342700087638775,14.342700087638775,14.342700087638775
2005-01-21,13.386582861485497,13.386582861485497,13.386582861485497
2005-01-22,14.605203008829914,14.605203008829914,14.605203008829914
2005-01-23,118.19042746290165,118.19042746290165,118.19042746290165
2005-01-24,42898.53960244756,42898.53960244756,42898.53960244756
2005-01-25,44021.76143103552,44021.76143103552,44021.76143103552
2005-01-26,47028.55181966321,47028.55181966321,47028.55181966321
2005-01-27,26835.344514260203,26835.344514260203,26835.344514260203
2005-01-28,13980.208239894708,13980.208239894708,13980.208239894708
2005-01-29,7575.880482249446,7575.880482249446,7575.880482249446
2005-01-30,4380.809263188845,4380.809263188845,4380.809263188845
2005-01-31,2698.8022080244336,2698.8022080244336,2698.8022080244336
2005-02-01,1757.1905919015608,1757.1905919015608,1757.1905919015608
2005-02-02,1198.9447775097074,1198.9447775097074,1198.9447775097074
2005-02-03,850.8425255334512,850.8425255334512,850.8425255334512
2005-02-04,624.1015860885659,624.1015860885659,624.1015860885659
2005-02-05,470.7656719079963,470.7656719079963,470.7656719079963
2005-02-06,363.6648520887494,363.6648520887494,363.6648520887494
2005-02-07,286.73648584938366,286.73648584938366,286.73648584938366
2005-02-08,230.1193638449592,230.1193638449592,230.1193638449592
2005-02-09,187.55375473042076,187.55375473042076,187.55375473042076
2005-02-10,155.93093691374287,155.93093691374287,155.93093691374287
2005-02-11,143.96671933940604,143.96671933940604,143.96671933940604
2005-02-12,128.91531920593752,128.91531920593752,128.91531920593752
2005-02-13,115.4393254576241,115.4393254576241,115.4393254576241
2005-02-14,103.70968345985436,103.70968345985436,103.70968345985436
2005-02-15,93.60366109200493,93.60366109200493,93.60366109200493
2005-02-16,232.6643953700649,232.6643953700649,232.6643953700649
2005-02-17,358.74052141788525,358.74052141788525,358.74052141788525
2005-02-18,458.8398990123941,458.8398990123941,458.8398990123941
2005-02-19,525.8047083465399,525.8047083465399,525.8047083465399
2005-02-20,562.6959949263857,562.6959949263857,562.6959949263857
2005-02-21,576.0263589336888,576.0263589336888,576.0263589336888
2005-02-22,572.4540878117175,572.4540878117175,572.4540878117175
2005-02-23,557.5419845461677,557.5419845461677,557.5419845461677
2005-02-24,535.5147809214984,535.5147809214984,535.5147809214984
2005-02-25,509.408394266222,509.408394266222,509.408394266222
2005-02-26,481.32466747587927,481.32466747587927,481.32466747587927
2005-02-27,452.6753954096989,452.6753954096989,452.6753954096989
2005-02-28,424.381038362315,424.381038362315,424.381038362315
2005-03-01,397.01968895848626,397.01968895848626,397.01968895848626
2005-03-02,370.9347513678336,370.9347513678336,370.9347513678336
2005-03-03,346.31045746224316,346.31045746224316,346.31045746224316
2005-03-04,323.22569987649786,323.22569987649786,323.22569987649786
2005-03-05,301.689830393189,301.689830393189,301.689830393189
2005-03-06,281.66789494359364,281.66789494359364,281.66789494359364
2005-03-07,263.0977146856461,263.0977146856461,263.0977146856461
2005-03-08,245.90146794077125,245.90146794077125,245.90146794077125
2005-03-09,229.99347776076468,229.99347776076468,229.99347776076468
2005-03-10,215.28538434256464,215.28538434256464,215.28538434256464
2005-03-11,201.68951713774305,201.68951713774305,201.68951713774305
2005-03-12,189.12103005562378,189.12103005562378,189.12103005562378
2005-03-13,177.49918983412937,177.49918983412937,177.49918983412937
2005-03-14,193.83678483450032,193.83678483450032,193.83678483450032
2005-03-15,207.69766714727456,207.69766714727456,207.69766714727456
2005-03-16,216.21961241329825,216.21961241329825,216.21961241329825
2005-03-17,217.7928189186133,217.7928189186133,217.7928189186133
2005-03-18,213.34968895067118,213.34968895067118,213.34968895067118
2005-03-19,208.31589577385432,208.31589577385432,208.31589577385432
2005-03-20,198.1011110749169,198.1011110749169,198.1011110749169
2005-03-21,185.5852436510967,185.5852436510967,185.5852436510967
2005-03-22,172.27803117324217,172.27803117324217,172.27803117324217
2005-03-23,159.08537978919,159.08537978919,159.08537978919
2005-03-24,146.50883621360157,146.50883621360157,146.50883621360157
2005-03-25,134.79417810240818,134.79417810240818,134.79417810240818
2005-03-26,124.0329249269848,124.0329249269848,124.0329249269848
2005-03-27,114.22815894093335,114.22815894093335,114.22815894093335
2005-03-28,105.33538431534355,105.33538431534355,105.33538431534355
2005-03-29,97.28718315916448,97.28718315916448,97.28718315916448
2005-03-30,90.00764260085438,90.00764260085438,90.00764260085438
2005-03-31,83.42042969601606,83.42042969601606,83.42042969601606
2005-04-01,87.13528785316444,87.13528785316444,87.13528785316444
2005-04-02,89.43917841394993,89.43917841394993,89.43917841394993
2005-04-03,90.69615603999631,90.69615603999631,90.69615603999631
2005-04-04,90.17144585314652,90.17144585314652,90.17144585314652
2005-04-05,87.95364296558583,87.95364296558583,87.95364296558583
2005-04-06,84.4593562085538,84.4593562085538,84.4593562085538
2005-04-07,80.15589989588958,80.15589989588958,80.15589989588958
2005-04-08,132.6105374128078,132.6105374128078,132.6105374128078
2005-04-09,266.2243805017976,266.2243805017976,266.2243805017976
2005-04-10,392.2701906684574,392.2701906684574,392.2701906684574
2005-04-11,428.256762959799,428.256762959799,428.256762959799
2005-04-12,410.16665175772,410.16665175772,410.16665175772
2005-04-13,369.02878292781816,369.02878292781816,369.02878292781816
2005-04-14,322.04730153862585,322.04730153862585,322.04730153862585
2005-04-15,276.98563701622834,276.98563701622834,276.98563701622834
2005-04-16,236.7732088325891,236.7732088325891,236.7732088325891
2005-04-17,202.11210534932067,202.11210534932067,202.11210534932067
2005-04-18,172.75421347590577,172.75421347590577,172.75421347590577
2005-04-19,148.09792753347,148.09792753347,148.09792753347
2005-04-20,127.45869744834131,127.45869744834131,127.45869744834131
2005-04-21,110.1852533746242,110.1852533746242,110.1852533746242
2005-04-22,95.7031922042747,95.7031922042747,95.7031922042747
2005-04-23,83.52505281211309,83.52505281211309,83.52505281211309
2005-04-24,73.24578055424735,73.24578055424735,73.24578055424735
2005-04-25,64.53267830777719,64.53267830777719,64.53267830777719
2005-04-26,57.11411480132101,57.11411480132101,57.11411480132101
2005-04-27,50.76883154555205,50.76883154555205,50.76883154555205
2005-04-28,45.31665894008518,45.31665894008518,45.31665894008518
2005-04-29,40.610661317010575,40.610661317010575,40.610661317010575
2005-04-30,36.530720025387375,36.530720025387375,36.530720025387375
2005-05-01,32.97833155225495,32.97833155225495,32.97833155225495
2005-05-02,29.87242861984847,29.87242861984847,29.87242861984847
2005-05-03,27.146035932708894,27.146035932708894,27.146035932708894
2005-05-04,24.74359474359196,24.74359474359196,24.74359474359196
2005-05-05,22.618842281753498,22.618842281753498,22.618842281753498
2005-05-06,20.733044121544946,20.733044121544946,20.733044121544946
2005-05-07,19.053713061535646,19.053713061535646,19.053713061535646
2005-05-08,17.553440164883632,17.553440164883632,17.553440164883632
2005-05-09,16.209021180076515,16.209021180076515,16.209021180076515
2005-05-10,32.674278466126836,32.674278466126836,32.674278466126836
2005-05-11,74.50250040069946,74.50250040069946,74.50250040069946
2005-05-12,155.1423940170695,155.1423940170695,155.1423940170695
2005-05-13,206.7620724906767,206.7620724906767,206.7620724906767
2005-05-14,226.54818879070802,226.54818879070802,226.54818879070802
2005-05-15,224.44077595096556,224.44077595096556,224.44077595096556
2005-05-16,210.50855453688797,210.50855453688797,210.50855453688797
2005-05-17,191.43443668667595,191.43443668667595,191.43443668667595
2005-05-18,171.0926096897345,171.0926096897345,171.0926096897345
2005-05-19,151.44159267746642,151.44159267746642,151.44159267746642
2005-05-20,133.3820922534912,133.3820922534912,133.3820922534912
2005-05-21,117.24312566086624,117.24312566086624,117.24312566086624
2005-05-22,103.05426003789974,103.05426003789974,103.05426003789974
2005-05-23,90.69771150008941,90.69771150008941,90.69771150008941
2005-05-24,79.99246392974895,79.99246392974895,79.99246392974895
2005-05-25,70.73963603304338,70.73963603304338,70.73963603304338
2005-05-26,62.74578721359269,62.74578721359269,62.74578721359269
2005-05-27,55.83381876490498,55.83381876490498,55.83381876490498
2005-05-28,49.84700915532421,49.84700915532421,49.84700915532421
2005-05-29,44.649519537949715,44.649519537949715,44.649519537949715
2005-05-30,40.12506733643724,40.12506733643724,40.12506733643724
2005-05-31,36.174856882186575,36.174856882186575,36.174856882186575
2005-06-01,32.715314751809636,32.715314751809636,32.715314751809636
2005-06-02,29.675891101548117,29.675891101548117,29.675891101548117
2005-06-03,26.997061337823748,26.997061337823748,26.997061337823748
2005-06-04,24.628576448663324,24.628576448663324,24.628576448663324
2005-06-05,22.629888999001484,22.629888999001484,22.629888999001484
2005-06-06,20.813645902478985,20.813645902478985,20.813645902478985
2005-06-07,19.17328956803153,19.17328956803153,19.17328956803153
2005-06-08,17.69266524363378,17.69266524363378,17.69266524363378
2005-06-09,16.355819811088026,16.355819811088026,16.355819811088026
2005-06-10,15.147707019050472,15.147707019050472,15.147707019050472
2005-06-11,14.054510842042305,14.054510842042305,14.054510842042305
2005-06-12,13.063751831951388,13.063751831951388,13.063751831951388
2005-06-13,12.164273700459328,12.164273700459328,12.164273700459328
2005-06-14,11.346167412817765,11.346167412817765,11.346167412817765
2005-06-15,10.600666262406184,10.600666262406184,10.600666262406184
2005-06-16,15.81892823460411,15.81892823460411,15.81892823460411
2005-06-17,19.769929557740014,19.769929557740014,19.769929557740014
2005-06-18,23.358213334790833,23.358213334790833,23.358213334790833
2005-06-19,26.471654633328598,26.471654633328598,26.471654633328598
2005-06-20,29.06850284224348,29.06850284224348,29.06850284224348
2005-06-21,37.41610080642242,37.41610080642242,37.41610080642242
2005-06-22,49.076836161325716,49.076836161325716,49.076836161325716
2005-06-23,59.511684565761215,59.511684565761215,59.511684565761215
2005-06-24,67.07146481743757,67.07146481743757,67.07146481743757
2005-06-25,71.27089954118813,71.27089954118813,71.27089954118813
2005-06-26,72.4770074361434,72.4770074361434,72.4770074361434
2005-06-27,71.38296324698348,71.38296324698348,71.38296324698348
2005-06-28,97.58521073875193,97.58521073875193,97.58521073875193
2005-06-29,117.55701256143874,117.55701256143874,117.55701256143874
2005-06-30,128.202208473575,128.202208473575,128.202208473575
2005-07-01,138.50941527671176,138.50941527671176,138.50941527671176
2005-07-02,139.95296022913683,139.95296022913683,139.95296022913683
2005-07-03,135.3847531805827,135.3847531805827,135.3847531805827
2005-07-04,127.11594448730904,127.11594448730904,127.11594448730904
2005-07-05,117.0202203438566,117.0202203438566,117.0202203438566
2005-07-06,106.36803081900582,106.36803081900582,106.36803081900582
2005-07-07,95.92982430636187,95.92982430636187,95.92982430636187
2005-07-08,86.12597241789278,86.12597241789278,86.12597241789278
2005-07-09,77.15243128953583,77.15243128953583,77.15243128953583
2005-07-10,69.06999204784447,69.06999204784447,69.06999204784447
2005-07-11,61.86282505100954,61.86282505100954,61.86282505100954
2005-07-12,55.475071855535155,55.475071855535155,55.475071855535155
2005-07-13,49.8328352110207,49.8328352110207,49.8328352110207
2005-07-14,44.856971340748025,44.856971340748025,44.856971340748025
2005-07-15,40.470109357911966,40.470109357911966,40.470109357911966
2005-07-16,36.600239306916045,36.600239306916045,36.600239306916045
2005-07-17,33.18226181312011,33.18226181312011,33.18226181312011
2005-07-18,30.158394272206912,30.158394272206912,30.158394272206912
2005-07-19,27.47794324321931,27.47794324321931,27.47794324321931
2005-07-20,32.41321678570803,32.41321678570803,32.41321678570803
2005-07-21,72.14158515411991,72.14158515411991,72.14158515411991
2005-07-22,106.1135482059504,106.1135482059504,106.1135482059504
2005-07-23,129.89814186938014,129.89814186938014,129.89814186938014
2005-07-24,142.2924959189279,142.2924959189279,142.2924959189279
2005-07-25,145.26109696378094,145.26109696378094,145.26109696378094
2005-07-26,141.5700497668951,141.5700497668951,141.5700497668951
2005-07-27,133.74083749781576,133.74083749781576,133.74083749781576
2005-07-28,123.71770727279333,123.71770727279333,123.71770727279333
2005-07-29,112.85302599292427,112.85302599292427,112.85302599292427
2005-07-30,102.0113980724626,102.0113980724626,102.0113980724626
2005-07-31,91.69865738329044,91.69865738329044,91.69865738329044
2005-08-01,82.58834544373144,82.58834544373144,82.58834544373144
2005-08-02,89.2487620811654,89.2487620811654,89.2487620811654
2005-08-03,91.74434930902255,91.74434930902255,91.74434930902255
2005-08-04,98.39460995018777,98.39460995018777,98.39460995018777
2005-08-05,101.08618283416527,101.08618283416527,101.08618283416527
2005-08-06,100.23829627629401,100.23829627629401,100.23829627629401
2005-08-07,96.68738818811207,96.68738818811207,96.68738818811207
2005-08-08,91.41183835472971,91.41183835472971,91.41183835472971
2005-08-09,85.21732882540257,85.21732882540257,85.21732882540257
2005-08-10,78.67886740779817,78.67886740779817,78.67886740779817
2005-08-11,72.17289884743386,72.17289884743386,72.17289884743386
2005-08-12,79.08124806691697,79.08124806691697,79.08124806691697
2005-08-13,117.3494461268541,117.3494461268541,117.3494461268541
2005-08-14,143.12160697152473,143.12160697152473,143.12160697152473
2005-08-15,156.76296749199224,156.76296749199224,156.76296749199224
2005-08-16,159.90176577276387,159.90176577276387,159.90176577276387
2005-08-17,155.5950122355622,155.5950122355622,155.5950122355622
2005-08-18,146.70462278152354,146.70462278152354,146.70462278152354
2005-08-19,135.4221001053883,135.4221001053883,135.4221001053883
2005-08-20,123.25533160453476,123.25533160453476,123.25533160453476
2005-08-21,111.159364094,111.159364094,111.159364094
2005-08-22,99.68804022913837,99.68804022913837,99.68804022913837
2005-08-23,89.12404623895931,89.12404623895931,89.12404623895931
2005-08-24,79.57730031807544,79.57730031807544,79.57730031807544
2005-08-25,71.05400752149825,71.05400752149825,71.05400752149825
2005-08-26,63.502572795236105,63.502572795236105,63.502572795236105
2005-08-27,56.84278324773681,56.84278324773681,56.84278324773681
2005-08-28,50.98356919755427,50.98356919755427,50.98356919755427
2005-08-29,45.833255821872505,45.833255821872505,45.833255821872505
2005-08-30,41.305146481305364,41.305146481305364,41.305146481305364
2005-08-31,37.320152642439176,37.320152642439176,37.320152642439176
2005-09-01,33.807744149624234,33.807744149624234,33.807744149624234
2005-09-02,30.705929284906205,30.705929284906205,30.705929284906205
2005-09-03,27.96073001010995,27.96073001010995,27.96073001010995
2005-09-04,25.525425363954927,25.525425363954927,25.525425363954927
2005-09-05,23.359721320509802,23.359721320509802,23.359721320509802
2005-09-06,21.428934154740467,21.428934154740467,21.428934154740467
2005-09-07,19.703204784029925,19.703204784029925,19.703204784029925
2005-09-08,18.156876116800866,18.156876116800866,18.156876116800866
2005-09-09,16.767843759021154,16.767843759021154,16.767843759021154
2005-09-10,15.51705045590952,15.51705045590952,15.51705045590952
2005-09-11,14.388039407651076,14.388039407651076,14.388039407651076
2005-09-12,13.366572869658983,13.366572869658983,13.366572869658983
2005-09-13,12.4403077482327,12.4403077482327,12.4403077482327
2005-09-14,11.598520300964152,11.598520300964152,11.598520300964152
2005-09-15,10.831872770814064,10.831872770814064,10.831872770814064
2005-09-16,10.132215619754808,10.132215619754808,10.132215619754808
2005-09-17,9.492419869684372,9.492419869684372,9.492419869684372
2005-09-18,8.906234846804077,8.906234846804077,8.906234846804077
2005-09-19,8.368167334533442,8.368167334533442,8.368167334533442
2005-09-20,7.8733787611664425,7.8733787611664425,7.8733787611664425
2005-09-21,7.417597583567015,7.417597583567015,7.417597583567015
2005-09-22,6.997044483915065,6.997044483915065,6.997044483915065
2005-09-23,6.6083683815874945,6.6083683815874945,6.6083683815874945
2005-09-24,6.248591585904789,6.248591585904789,6.248591585904789
2005-09-25,5.91506268652626,5.91506268652626,5.91506268652626
2005-09-26,5.605416004772135,5.605416004772135,5.605416004772135
2005-09-27,5.31753661817259,5.31753661817259,5.31753661817259
2005-09-28,5.049530128210223,5.049530128210223,5.049530128210223
2005-09-29,4.799696472738791,4.799696472738791,4.799696472738791
2005-09-30,4.566506458045589,4.566506458045589,4.566506458045589
2005-10-01,4.34858441214761,4.34858441214761,4.34858441214761
2005-10-02,4.144688136679627,4.144688136679627,4.144688136679627
2005-10-03,3.9536951607174364,3.9536951607174364,3.9536951607174364
2005-10-04,3.7745893780655613,3.7745893780655613,3.7745893780655613
2005-10-05,3.606449499798769,3.606449499798769,3.606449499798769
2005-10-06,3.448438909118621,3.448438909118621,3.448438909118621
2005-10-07,3.299796730354615,3.299796730354615,3.299796730354615
2005-10-08,3.1598299553597506,3.1598299553597506,3.1598299553597506
2005-10-09,3.0279064874583317,3.0279064874583317,3.0279064874583317
2005-10-10,2.9034489853086414,2.9034489853086414,2.9034489853086414
2005-10-11,2.785929404429322,2.785929404429322,2.785929404429322
2005-10-12,2.6748641516412355,2.6748641516412355,2.6748641516412355
2005-10-13,2.5698097748162945,2.5698097748162945,2.5698097748162945
2005-10-14,2.470359122713133,2.470359122713133,2.470359122713133
2005-10-15,2.3761379183003686,2.3761379183003686,2.3761379183003686
2005-10-16,2.2868016963724753,2.2868016963724753,2.2868016963724753
2005-10-17,2.202033062631341,2.202033062631341,2.202033062631341
2005-10-18,2.121539236890372,2.121539236890372,2.121539236890372
2005-10-19,2.0450498411873723,2.0450498411873723,2.0450498411873723
2005-10-20,1.972314928046748,1.972314928046748,1.972314928046748
2005-10-21,3.086733721882915,3.086733721882915,3.086733721882915
2005-10-22,4.907961523046194,4.907961523046194,4.907961523046194
2005-10-23,7.390549570063012,7.390549570063012,7.390549570063012
2005-10-24,10.22393187749586,10.22393187749586,10.22393187749586
2005-10-25,13.07556456318802,13.07556456318802,13.07556456318802
2005-10-26,15.675184894214295,15.675184894214295,15.675184894214295
2005-10-27,17.848084780668245,17.848084780668245,17.848084780668245
2005-10-28,19.512061657363105,19.512061657363105,19.512061657363105
2005-10-29,20.657144153827776,20.657144153827776,20.657144153827776
2005-10-30,21.321265687104596,21.321265687104596,21.321265687104596
2005-10-31,21.568786551408788,21.568786551408788,21.568786551408788
2005-11-01,21.474333803733987,21.474333803733987,21.474333803733987
2005-11-02,21.112127635812403,21.112127635812403,21.112127635812403
2005-11-03,20.549831048822504,20.549831048822504,20.549831048822504
2005-11-04,19.845627143397003,19.845627143397003,19.845627143397003
