Date,Linear_Average_Load(t),Flow  (Cumecs),Flow(ML),Concentration (mg/L)
2015/5/6,0.004312878,0.0905,7.82,0.551518926
2015/5/7,0.004419229,0.0937,8.1,0.545583827
2015/5/8,0.005652379,0.1173,10.13,0.557984107
2015/5/9,0.005348532,0.1138,9.83,0.54410295
2015/5/10,0.004212962,0.0951,8.22,0.512525791
2015/5/11,0.005584031,0.1304,11.26,0.495917496
2015/5/12,0.05667001,1.3891,120.02,0.472171388
2015/5/13,0.019167524,0.4785,41.34,0.463655636
2015/5/14,0.010072845,0.2431,21,0.479659286
2015/5/15,0.006422338,0.1506,13.02,0.493267127
2015/5/16,0.005566206,0.1295,11.19,0.49742681
2015/5/17,0.006390231,0.1417,12.25,0.52165151
2015/5/18,0.005652362,0.1253,10.83,0.521917082
2015/5/19,0.004688974,0.1051,9.08,0.516406828
2015/5/20,0.004584622,0.1012,8.75,0.5239568
2015/5/21,0.004543527,0.0985,8.51,0.533904465
2015/5/22,0.004845444,0.102,8.81,0.549993644
2015/5/23,0.004018002,0.0855,7.39,0.543707984
2015/5/24,0.003721272,0.0789,6.82,0.545641056
2015/5/25,0.003611449,0.0751,6.49,0.556463636
2015/5/26,0.003584629,0.0732,6.33,0.566292101
2015/5/27,0.003650613,0.073,6.31,0.578544057
2015/5/28,0.003891287,0.0759,6.56,0.593183994
2015/5/29,0.003978018,0.0764,6.6,0.60273
2015/5/30,0.003839096,0.0725,6.26,0.613274121
2015/5/31,0.003905192,0.072,6.22,0.627844373
2015/6/1,0.0041043,0.0745,6.44,0.637313665
2015/6/2,0.004731143,0.0832,7.18,0.658933565
2015/6/3,0.00437913,0.0766,6.62,0.6615
2015/6/4,0.004912861,0.0833,7.2,0.682341806
2015/6/5,0.006299321,0.1014,8.76,0.719100571
2015/6/6,0.005460108,0.0886,7.65,0.713739608
2015/6/7,0.004754685,0.0777,6.71,0.70859687
2015/6/8,0.004526946,0.073,6.31,0.717424089
2015/6/9,0.00429976,0.0682,5.9,0.728772881
2015/6/10,0.004073204,0.0636,5.49,0.741931512
2015/6/11,0.003948188,0.0608,5.26,0.750606084
2015/6/12,0.003884057,0.0587,5.07,0.766086193
2015/6/13,0.003840296,0.057,4.93,0.778964706
2015/6/14,0.004048454,0.0594,5.13,0.78917232
2015/6/15,0.004267306,0.0626,5.41,0.788781146
2015/6/16,0.004983253,0.0754,6.51,0.765476651
2015/6/17,0.007291449,0.111,9.59,0.760317935
2015/6/18,0.005944816,0.099,8.55,0.695300117
2015/6/19,0.00507095,0.0918,7.93,0.639464061
2015/6/20,0.004166295,0.083,7.17,0.581073222
2015/6/21,0.003513185,0.0767,6.63,0.529892157
2015/6/22,0.003041358,0.0726,6.28,0.484292675
2015/6/23,0.002670258,0.0701,6.05,0.441364959
2015/6/24,0.002461005,0.0718,6.2,0.39693629
2015/6/25,0.002191021,0.0719,6.21,0.352821417
2015/6/26,0.001778847,0.0668,5.77,0.308292374
2015/6/27,0.001457677,0.0641,5.54,0.263118592
2015/6/28,0.001187173,0.063,5.44,0.218230331
2015/6/29,0.000947173,0.063,5.44,0.174112684
2015/6/30,0.00069687,0.0623,5.39,0.129289425
2015/7/1,2.65E-05,0.0615,5.31,0.004990584
2015/7/2,4.78E-05,0.0615,5.31,0.009001883
2015/7/3,6.92E-05,0.0615,5.31,0.013032015
2015/7/4,1.03E-04,0.0691,5.97,0.017252931
2015/7/5,0.0001368,0.0751,6.49,0.021078582
2015/7/6,0.00015692,0.0711,6.15,0.025515447
2015/7/7,0.000167123,0.0678,5.86,0.028519283
2015/7/8,0.000187457,0.0649,5.61,0.033414795
2015/7/9,0.000197714,0.0625,5.4,0.036613704
2015/7/10,0.000218106,0.0604,5.22,0.041782759
2015/7/11,0.000228145,0.0574,4.96,0.045996976
2015/7/12,0.0002281,0.0549,4.75,0.048021053
2015/7/13,0.000237989,0.0527,4.56,0.05219057
2015/7/14,0.000303817,0.061,5.27,0.057650285
2015/7/15,0.000281174,0.0541,4.67,0.060208565
2015/7/16,0.00027966,0.0496,4.29,0.065188811
2015/7/17,0.000279427,0.0473,4.09,0.06831956
2015/7/18,0.000289458,0.0459,3.97,0.072911335
2015/7/19,0.000300101,0.0455,3.93,0.076361578
2015/7/20,0.000322063,0.0466,4.03,0.079916377
2015/7/21,0.000354659,0.0489,4.23,0.083843735
2015/7/22,0.000409484,0.0541,4.68,0.087496581
2015/7/23,0.000540466,0.0671,5.8,0.093183793
2015/7/24,0.000595555,0.0718,6.2,0.096057258
2015/7/25,0.000594763,0.0689,5.95,0.099960168
2015/7/26,0.000593626,0.0655,5.66,0.104880919
2015/7/27,0.000593553,0.0638,5.51,0.107722868
2015/7/28,0.000603402,0.0621,5.36,0.112575
2015/7/29,0.000614208,0.0615,5.31,0.115670056
2015/7/30,0.000635555,0.0615,5.31,0.119690207
2015/7/31,0.000678235,0.0628,5.43,0.124905157
2015/8/1,0.000700186,0.0634,5.48,0.127771168
2015/8/2,0.000732709,0.0645,5.57,0.131545601
2015/8/3,0.001638266,0.1377,11.9,0.137669412
2015/8/4,0.01167976,0.9657,83.44,0.139977948
2015/8/5,0.003741133,0.288,24.89,0.150306669
2015/8/6,0.002133859,0.1494,12.91,0.165287297
2015/8/7,0.001130218,0.0836,7.22,0.156539889
2015/8/8,0.000846299,0.0625,5.4,0.156722037
2015/8/9,0.000757853,0.0541,4.67,0.162281156
2015/8/10,0.000789075,0.0547,4.73,0.166823467
2015/8/11,0.001068967,0.0721,6.23,0.171583788
2015/8/12,0.000841214,0.0558,4.82,0.174525726
2015/8/13,0.000764815,0.0497,4.29,0.178278555
2015/8/14,0.000741996,0.0466,4.03,0.184118114
2015/8/15,0.000709239,0.0439,3.8,0.186641842
2015/8/16,0.000826418,0.0498,4.31,0.191744316
2015/8/17,0.000825419,0.0487,4.21,0.19606152
2015/8/18,0.000792384,0.0456,3.94,0.20111269
2015/8/19,0.000920067,0.052,4.49,0.204914699
2015/8/20,0.000716275,0.0398,3.44,0.208219477
2015/8/21,0.000672829,0.0365,3.15,0.213596508
2015/8/22,0.000597399,0.0317,2.74,0.218028832
2015/8/23,0.000618324,0.0323,2.79,0.221621505
2015/8/24,0.000670961,0.0342,2.95,0.227444407
2015/8/25,0.000713028,0.0356,3.08,0.231502597
2015/8/26,0.00075503,0.0371,3.2,0.235946875
2015/8/27,0.000796627,0.0382,3.3,0.241402121
2015/8/28,0.000828149,0.0392,3.39,0.24429174
2015/8/29,0.000891591,0.0416,3.59,0.248354039
2015/8/30,0.00103906,0.0472,4.08,0.254671569
2015/8/31,0.001017624,0.0459,3.97,0.256328463
2015/9/1,0.00098518,0.0436,3.76,0.262015957
2015/9/2,0.001016036,0.0439,3.79,0.268083377
2015/9/3,0.001089458,0.0463,4,0.2723645
2015/9/4,0.00107835,0.0454,3.92,0.275089286
2015/9/5,0.001056761,0.0437,3.77,0.280307958
2015/9/6,0.00097174,0.0396,3.42,0.284134503
2015/9/7,0.000897498,0.0361,3.12,0.287659615
2015/9/8,0.000886612,0.035,3.02,0.293580132
2015/9/9,0.000906909,0.035,3.02,0.300300993
2015/9/10,0.000917005,0.0349,3.02,0.30364404
2015/9/11,0.001074754,0.0406,3.51,0.306197721
2015/9/12,0.00101128,0.0378,3.26,0.310208589
2015/9/13,0.000768562,0.0282,2.44,0.314984426
2015/9/14,0.000810618,0.0296,2.56,0.316647656
2015/9/15,0.00081025,0.0293,2.53,0.320256917
2015/9/16,0.00068435,0.0255,2.21,0.309660633
2015/9/17,0.00064281,0.025,2.16,0.297597222
2015/9/18,0.000664244,0.0267,2.31,0.287551515
2015/9/19,0.000569871,0.0239,2.06,0.276636408
2015/9/20,0.00050717,0.0223,1.92,0.264151042
2015/9/21,0.000507796,0.0234,2.02,0.251384158
2015/9/22,0.017567933,0.8438,72.91,0.240953683
2015/9/23,0.016056334,0.7957,68.75,0.233546676
2015/9/24,0.002578771,0.1255,10.85,0.237674747
2015/9/25,0.001158443,0.0639,5.52,0.209862862
2015/9/26,0.000947945,0.0556,4.81,0.197077963
2015/9/27,0.000863992,0.0535,4.62,0.187011255
2015/9/28,0.000726942,0.048,4.15,0.175166747
2015/9/29,0.000610489,0.0427,3.69,0.165444173
2015/9/30,0.000451354,0.0342,2.95,0.153001356
2015/10/1,0.00042032,0.0342,2.96,0.142
2015/10/2,0.000411595,0.037,3.19,0.129026646
2015/10/3,0.000369721,0.036,3.11,0.11888135
2015/10/4,0.000262521,0.0284,2.45,0.107151429
2015/10/5,0.00021981,0.026,2.24,0.098129464
2015/10/6,0.000177465,0.0239,2.07,0.085731884
2015/10/7,0.000145751,0.0225,1.95,0.074744103
2015/10/8,0.000124951,0.0224,1.93,0.064741451
2015/10/9,0.000128174,0.0284,2.45,0.052315918
2015/10/10,1.09E-04,0.0312,2.7,0.04037037
2015/10/11,7.68E-05,0.0291,2.52,0.03047619
2015/10/12,3.39E-05,0.0254,2.2,0.015409091
2015/10/13,1.41E-05,0.0258,2.23,0.00632287
2015/10/14,2.37E-05,0.0197,1.7,0.013941176
2015/10/15,2.66E-05,0.019,1.64,0.016219512
2015/10/16,2.99E-05,0.019,1.64,0.018231707
2015/10/17,4.29E-05,0.0187,1.61,0.026645963
2015/10/18,4.53E-05,0.018,1.56,0.029038462
2015/10/19,6.32E-05,0.0212,1.83,0.034535519
2015/10/20,6.43E-05,0.0196,1.69,0.038047337
2015/10/21,6.66E-05,0.019,1.64,0.040609756
2015/10/22,8.01E-05,0.0191,1.65,0.048545455
2015/10/23,1.03E-04,0.0235,2.03,0.050738916
2015/10/24,1.03E-04,0.0219,1.89,0.054497354
2015/10/25,8.42E-05,0.0169,1.46,0.057671233
2015/10/26,9.46E-05,0.0159,1.37,0.069051095
2015/10/27,9.50E-05,0.0152,1.31,0.072519084
2015/10/28,9.57E-05,0.0146,1.26,0.075952381
2015/10/29,9.89E-05,0.0148,1.28,0.077265625
2015/10/30,1.16E-04,0.016,1.39,0.083453237
2015/10/31,0.000196459,0.0261,2.26,0.086928761
2015/11/1,0.000215847,0.0274,2.37,0.091074684
2015/11/2,0.000270261,0.0322,2.78,0.097216187
2015/11/3,0.013144658,1.2579,108.68,0.12094827
2015/11/4,0.004273878,0.5514,47.64,0.089711965
2015/11/5,0.001110616,0.0916,7.91,0.140406574
2015/11/6,0.001706414,0.1094,9.45,0.18057291
2015/11/7,0.001357889,0.0802,6.93,0.195943579
2015/11/8,0.001206597,0.0613,5.3,0.227659811
2015/11/9,0.006378431,0.2784,24.05,0.265215426
2015/11/10,0.005702337,0.2231,19.28,0.295764367
2015/11/11,0.003718028,0.1264,10.92,0.340478755
2015/11/12,0.003241931,0.1048,9.05,0.35822442
2015/11/13,0.003081558,0.0939,8.11,0.37997016
2015/11/14,0.003102833,0.0882,7.62,0.407195932
2015/11/15,0.003484742,0.0919,7.94,0.438884383
2015/11/16,0.019438446,0.4865,42.04,0.462379781
2015/11/17,0.038473593,1.5858,137.02,0.280788155
2015/11/18,0.141383656,1.6074,138.88,1.018027477
2015/11/19,0.10359407,0.6369,55.03,1.882501726
2015/11/20,0.060647516,0.3556,30.73,1.97356056
2015/11/21,0.038486015,0.2238,19.34,1.989969752
2015/11/22,0.025422854,0.1501,12.97,1.960127525
2015/11/23,0.016179176,0.1057,9.14,1.770150547
2015/11/24,0.01147517,0.083,7.17,1.60044212
2015/11/25,0.008571846,0.067,5.79,1.480456995
2015/11/26,0.010553527,0.0857,7.41,1.424227665
2015/11/27,0.007182358,0.0638,5.52,1.301151812
2015/11/28,0.006289121,0.06,5.19,1.211776686
2015/11/29,0.007517656,0.0754,6.51,1.154785868
2015/11/30,0.003732258,0.0418,3.61,1.033866482
2015/12/1,0.00237003,0.0294,2.54,0.933082677
2015/12/2,0.002091842,0.0287,2.48,0.843484677
2015/12/3,0.001942537,0.0299,2.59,0.750014286
2015/12/4,0.001746829,0.0304,2.63,0.664193536
2015/12/5,0.001220897,0.0245,2.12,0.575894811
2015/12/6,0.000906171,0.0216,1.87,0.484583422
2015/12/7,0.000710279,0.0211,1.82,0.390263187
2015/12/8,0.02469346,1.6256,140.46,0.175804215
2015/12/9,0.003804484,0.4463,38.56,0.098664004
2015/12/10,0.002156189,0.1567,13.54,0.159245864
2015/12/11,0.000719773,0.0668,5.77,0.124744021
2015/12/12,0.000215033,0.0265,2.29,0.093900873
2015/12/13,1.24E-04,0.0223,1.93,0.064248705
2015/12/14,7.12E-05,0.021,1.81,0.039337017
2015/12/15,3.22E-05,0.0208,1.8,0.017888889
2015/12/16,3.32E-05,0.02,1.73,0.019190751
2015/12/17,3.58E-05,0.02,1.73,0.020693642
2015/12/18,4.78E-05,0.0192,1.66,0.028795181
2015/12/19,5.01E-05,0.019,1.64,0.03054878
2015/12/20,6.26E-05,0.019,1.64,0.038170732
2015/12/21,6.42E-05,0.0182,1.58,0.040632911
2015/12/22,7.63E-05,0.018,1.56,0.048910256
2015/12/23,7.87E-05,0.018,1.56,0.050448718
2015/12/24,9.11E-05,0.018,1.56,0.058397436
2015/12/25,9.35E-05,0.018,1.56,0.059935897
2015/12/26,1.07E-04,0.0188,1.63,0.065644172
2015/12/27,1.20E-04,0.019,1.64,0.073170732
2015/12/28,0.000179922,0.0267,2.31,0.077888312
2015/12/29,0.000241531,0.0341,2.95,0.081874915
2015/12/30,0.000740656,0.0952,8.23,0.089994654
2015/12/31,0.000482478,0.0616,5.32,0.090691353
2016/1/1,0.000330998,0.0399,3.45,0.095941449
2016/1/2,0.000269807,0.0309,2.67,0.101051311
2016/1/3,0.00034514,0.0377,3.26,0.105871166
2016/1/4,0.919166357,7.3794,637.58,1.441648667
2016/1/5,1.749234817,5.5447,479.06,3.651389841
2016/1/6,0.459329736,2.042,176.43,2.603467301
2016/1/7,0.1502502,0.7035,60.78,2.472033564
2016/1/8,0.058708372,0.3815,32.96,1.781200607
2016/1/9,0.449289699,5.2381,452.58,0.992729902
2016/1/10,2.082692412,10.4358,901.65,2.309867922
2016/1/11,0.547159678,3.8905,336.14,1.627773184
2016/1/12,0.139084141,1.1652,100.67,1.381584792
2016/1/13,0.050242379,0.4832,41.75,1.203410275
2016/1/14,0.026923415,0.2919,25.22,1.067542228
2016/1/15,0.017108362,0.2145,18.53,0.923279115
2016/1/16,0.009837325,0.1494,12.91,0.761992641
2016/1/17,0.030421089,0.7477,64.6,0.47091469
2016/1/18,0.494820279,6.3089,545.09,0.907777209
2016/1/19,0.20451503,3.5329,305.25,0.669991908
2016/1/20,0.064207132,1.5864,137.07,0.468425855
2016/1/21,0.027669895,0.796,68.77,0.402354152
2016/1/22,0.012883592,0.4298,37.13,0.346986049
2016/1/23,0.00816543,0.276,23.84,0.342509648
2016/1/24,0.008085015,0.2842,24.55,0.329328513
2016/1/25,0.006690715,0.2384,20.6,0.32479199
2016/1/26,0.020396386,0.9381,81.06,0.251620849
2016/1/27,0.034792793,2.446,211.33,0.164637264
2016/1/28,0.028584868,1.7641,152.42,0.187540139
2016/1/29,0.01193832,0.7276,62.86,0.189919185
2016/1/30,0.00571567,0.3347,28.92,0.197637275
2016/1/31,0.004272242,0.2363,20.41,0.209321019
2016/2/1,0.003580954,0.1899,16.41,0.218217794
2016/2/2,0.009134939,0.522,45.1,0.202548537
2016/2/3,0.006129261,0.343,29.63,0.206859973
2016/2/4,0.007741787,0.4364,37.71,0.205297985
2016/2/5,0.515912228,12.864,1111.45,0.46417943
2016/2/6,14.05924229,141.5864,12233.06,1.149282542
2016/2/7,3.607239377,67.9344,5869.53,0.614570396
2016/2/8,0.744615742,17.0037,1469.12,0.506844738
2016/2/9,0.17557947,6.9444,600,0.29263245
2016/2/10,0.089766186,3.5396,305.82,0.293526211
2016/2/11,0.056618939,2.2892,197.79,0.286257844
2016/2/12,0.034951593,1.461,126.23,0.276888164
2016/2/13,0.025700519,1.0961,94.71,0.271360141
2016/2/14,0.020115569,0.8733,75.46,0.266572608
2016/2/15,0.015483314,0.6848,59.17,0.261675072
2016/2/16,0.012347171,0.5564,48.08,0.256804721
2016/2/17,0.010670067,0.4899,42.32,0.252128237
2016/2/18,0.00918393,0.4293,37.09,0.247612025
2016/2/19,0.008051056,0.3797,32.81,0.245384212
2016/2/20,0.007937726,0.3821,33.01,0.240464284
2016/2/21,0.006615409,0.3175,27.43,0.241174225
2016/2/22,0.007479976,0.374,32.31,0.23150653
2016/2/23,0.010767215,0.5563,48.06,0.224036933
2016/2/24,0.013085126,0.6939,59.95,0.218267323
2016/2/25,0.009578325,0.5362,46.33,0.206741312
2016/2/26,0.007464381,0.4437,38.34,0.194689124
2016/2/27,0.005849489,0.3661,31.63,0.18493484
2016/2/28,0.005322787,0.3569,30.83,0.172649595
2016/2/29,0.004341465,0.3081,26.62,0.163090346
2016/3/1,0.008484414,0.6886,59.49,0.142619163
2016/3/2,0.017576423,1.5567,134.5,0.130679725
2016/3/3,0.153581145,8.5568,739.31,0.207735787
2016/3/4,0.373741123,21.7197,1876.58,0.199160773
2016/3/5,1.940276504,135.1635,11678.13,0.166146164
2016/3/6,1.240250077,137.2086,11854.82,0.1046199
2016/3/7,2.107149244,229.4872,19827.69,0.106273058
2016/3/8,0.49104796,74.9934,6479.43,0.075785673
2016/3/9,0.211049387,26.8013,2315.63,0.091141239
2016/3/10,0.144143625,13.7659,1189.38,0.121192239
2016/3/11,0.093810842,7.0237,606.85,0.15458654
2016/3/12,0.068306902,4.1782,361,0.189215795
2016/3/13,0.060259674,3.1281,270.27,0.222961017
2016/3/14,0.050548732,2.2644,195.64,0.258376263
2016/3/15,0.041729938,1.7398,150.32,0.277607358
2016/3/16,0.036644416,1.4563,125.83,0.291221616
2016/3/17,0.033143216,1.2585,108.73,0.304821264
2016/3/18,0.029971812,1.0916,94.31,0.317800997
2016/3/19,0.027314897,0.9559,82.59,0.330728865
2016/3/20,0.025154105,0.8454,73.04,0.344388075
2016/3/21,0.023706768,0.7663,66.21,0.358054191
2016/3/22,0.026495575,0.8276,71.51,0.370515662
2016/3/23,0.023492293,0.7068,61.07,0.384678123
2016/3/24,0.022347814,0.6529,56.41,0.396167594
2016/3/25,0.02141616,0.605,52.27,0.409721829
2016/3/26,0.020460022,0.5554,47.99,0.426339279
2016/3/27,0.019469188,0.5116,44.2,0.440479367
2016/3/28,0.018422623,0.4691,40.53,0.454542882
2016/3/29,0.017665626,0.4362,37.68,0.468832962
2016/3/30,0.017557062,0.4212,36.4,0.482336868
2016/3/31,0.017534536,0.409,35.34,0.496166836
2016/4/1,0.017499978,0.3952,34.14,0.512594552
2016/4/2,0.017454626,0.3822,33.02,0.528607692
2016/4/3,0.017375614,0.369,31.88,0.545031807
2016/4/4,0.017361745,0.358,30.93,0.561323796
2016/4/5,0.01736937,0.3485,30.11,0.576863833
2016/4/6,0.017376405,0.3391,29.3,0.593051365
2016/4/7,0.017372047,0.33,28.51,0.609331708
2016/4/8,0.017335758,0.3208,27.71,0.625613786
2016/4/9,0.017297686,0.3117,26.94,0.642081886
2016/4/10,0.017228098,0.3017,26.07,0.660839969
2016/4/11,0.017168428,0.2902,25.07,0.684819625
2016/4/12,0.017097224,0.2819,24.35,0.702144723
2016/4/13,0.017669111,0.2862,24.73,0.714480833
2016/4/14,0.021888066,0.3609,31.18,0.701990571
2016/4/15,0.021458424,0.3439,29.72,0.72201965
2016/4/16,0.022313922,0.3521,30.42,0.733528008
2016/4/17,0.019541162,0.2947,25.47,0.767222693
2016/4/18,0.017561324,0.2538,21.93,0.800789968
2016/4/19,0.07291663,1.132,97.8,0.745568814
2016/4/20,0.061635608,0.9558,82.58,0.746374522
2016/4/21,0.018900953,0.2713,23.44,0.80635465
2016/4/22,0.01616925,0.2249,19.43,0.832179619
2016/4/23,0.014541998,0.1981,17.12,0.849415771
2016/4/24,0.012994039,0.173,14.95,0.869166488
2016/4/25,0.012887641,0.171,14.77,0.872555247
2016/4/26,0.013224546,0.1751,15.13,0.874061203
2016/4/27,0.013754551,0.1815,15.68,0.877203508
2016/4/28,0.015185929,0.2039,17.62,0.861857491
2016/4/29,0.014776609,0.1972,17.04,0.86717189
2016/4/30,0.01799358,0.2494,21.55,0.83496891
2016/5/1,0.013715975,0.1798,15.54,0.882623874
2016/5/2,0.01398444,0.1838,15.88,0.880632242
2016/5/3,0.01312096,0.1701,14.69,0.893189925
2016/5/4,0.055413585,0.8349,72.14,0.76813952
2016/5/5,0.130043308,1.9875,171.72,0.757298556
2016/5/6,0.062976015,0.9521,82.26,0.765572757
2016/5/7,0.030603024,0.4578,39.55,0.773780632
2016/5/8,0.022280269,0.3189,27.55,0.808721198
2016/5/9,0.016670148,0.2251,19.45,0.857077018
2016/5/10,0.014934036,0.1971,17.03,0.876925191
2016/5/11,0.013382238,0.1724,14.9,0.898136779
2016/5/12,0.012151307,0.1529,13.21,0.919856699
2016/5/13,0.011050307,0.1356,11.71,0.943664133
2016/5/14,0.010435876,0.1274,11.01,0.947854314
2016/5/15,0.009843774,0.1209,10.45,0.941987943
2016/5/16,0.009400582,0.116,10.02,0.938181836
2016/5/17,0.010694874,0.1342,11.59,0.922767386
2016/5/18,0.010158417,0.1248,10.79,0.941465894
2016/5/19,0.009163035,0.1129,9.75,0.939798462
2016/5/20,0.008785623,0.1085,9.37,0.937633191
2016/5/21,0.008398931,0.1043,9.01,0.932178801
2016/5/22,0.008252225,0.1027,8.87,0.930352311
2016/5/23,0.013171576,0.1666,14.39,0.915328423
2016/5/24,0.010375969,0.1261,10.9,0.951923761
2016/5/25,0.009367827,0.1146,9.9,0.946245152
2016/5/26,0.009086317,0.1113,9.61,0.945506452
2016/5/27,0.008743907,0.1074,9.28,0.942231358
2016/5/28,0.008464098,0.1044,9.02,0.938370067
2016/5/29,0.008071766,0.1,8.64,0.934232176
2016/5/30,0.00763958,0.0951,8.22,0.929389294
2016/5/31,0.006582066,0.083,7.17,0.918000837
2016/6/1,0.006276031,0.0796,6.87,0.91354163
2016/6/2,0.00699489,0.0876,7.57,0.924027741
2016/6/3,0.007834383,0.0969,8.37,0.936007527
2016/6/4,0.012982563,0.1617,13.97,0.929317323
2016/6/5,0.018554265,0.2491,21.53,0.861786577
2016/6/6,0.019011151,0.2549,22.02,0.863358356
2016/6/7,0.013980474,0.176,15.21,0.919163314
2016/6/8,0.010997029,0.1314,11.35,0.968901233
2016/6/9,0.009296836,0.1098,9.49,0.979645522
2016/6/10,0.008776806,0.1023,8.84,0.992851357
2016/6/11,0.008632853,0.0987,8.53,1.012057796
2016/6/12,0.008509492,0.0956,8.26,1.030204843
2016/6/13,0.00836581,0.0924,7.98,1.048347118
2016/6/14,0.009217035,0.099,8.55,1.078015789
2016/6/15,0.009469226,0.0994,8.59,1.102354598
2016/6/16,0.009397764,0.0977,8.44,1.113479147
2016/6/17,0.00867532,0.0941,8.13,1.067075031
2016/6/18,0.007629639,0.0877,7.58,1.006548681
2016/6/19,0.233986603,4.2346,365.87,0.639534816
2016/6/20,0.953776343,12.1978,1053.89,0.905005592
2016/6/21,0.479580703,6.5493,565.86,0.847525365
2016/6/22,0.167492752,2.6198,226.35,0.739972397
2016/6/23,0.066714973,1.2141,104.9,0.635986397
2016/6/24,0.03195789,0.6799,58.74,0.544056691
2016/6/25,0.018121586,0.4518,39.04,0.464179969
2016/6/26,0.011740144,0.3468,29.97,0.391729863
2016/6/27,0.007681282,0.2807,24.25,0.316753897
2016/6/28,0.004726033,0.2328,20.12,0.234892296
2016/6/29,0.002710309,0.2356,20.36,0.133119303
2016/6/30,0.000973085,0.2288,19.77,0.049220283
2016/7/1,0.000813681,0.212,18.32,0.044414902
2016/7/2,0.002520424,0.2053,17.74,0.142075761
2016/7/3,0.00435942,0.2004,17.32,0.251698614
2016/7/4,0.005761713,0.1964,16.97,0.339523453
2016/7/5,0.007823486,0.1913,16.53,0.473290139
2016/7/6,0.010796109,0.1869,16.15,0.668489721
2016/7/7,0.013616114,0.1832,15.83,0.860146178
2016/7/8,0.015737001,0.1797,15.53,1.013329105
2016/7/9,0.018171802,0.1761,15.22,1.193942313
2016/7/10,0.020454549,0.1718,14.85,1.377410707
2016/7/11,0.023567042,0.1679,14.51,1.624193108
2016/7/12,0.027269895,0.1634,14.12,1.93129568
2016/7/13,0.025704335,0.1582,13.66,1.881722914
2016/7/14,0.022388965,0.1593,13.76,1.627105015
2016/7/15,0.079418119,1.6402,141.72,0.560387518
2016/7/16,3.276295104,63.5818,5493.46,0.596399192
2016/7/17,0.981811184,34.0059,2938.11,0.334164202
2016/7/18,0.205466888,13.1243,1133.94,0.181197319
2016/7/19,0.127738338,9.5936,828.89,0.154107708
2016/7/20,0.085740833,6.972,602.38,0.142336786
2016/7/21,0.032250069,2.7723,239.52,0.134644577
2016/7/22,0.03360843,1.8604,160.74,0.209085666
2016/7/23,0.038306662,1.3193,113.99,0.336052829
2016/7/24,0.030203656,0.9469,81.81,0.369192715
2016/7/25,0.018566251,0.7369,63.67,0.291601241
2016/7/26,0.015001013,0.6142,53.07,0.28266465
2016/7/27,0.014783472,0.5311,45.89,0.322150185
2016/7/28,0.014003935,0.4656,40.23,0.348096818
2016/7/29,0.012870677,0.4164,35.97,0.357816986
2016/7/30,0.0123421,0.3675,31.75,0.388727559
2016/7/31,0.013786849,0.339,29.29,0.470701571
2016/8/1,0.013957555,0.3211,27.74,0.503156273
2016/8/2,0.013573254,0.3053,26.38,0.514528203
2016/8/3,0.013719798,0.2935,25.36,0.541001498
2016/8/4,0.013041902,0.2842,24.56,0.531022068
2016/8/5,0.013012612,0.2789,24.09,0.540166542
2016/8/6,0.013169313,0.2734,23.62,0.557549238
2016/8/7,0.013419268,0.2689,23.23,0.577669737
2016/8/8,0.013583201,0.2635,22.77,0.59653935
2016/8/9,0.013775185,0.259,22.38,0.615513181
2016/8/10,0.013972914,0.2541,21.95,0.636579226
2016/8/11,0.011935809,0.2495,21.55,0.553865847
2016/8/12,0.011340204,0.245,21.17,0.535673311
2016/8/13,0.011355642,0.2399,20.73,0.547787844
2016/8/14,0.010320748,0.2361,20.4,0.50591902
2016/8/15,0.009345349,0.2308,19.94,0.46867347
2016/8/16,0.008706055,0.2267,19.59,0.444413221
2016/8/17,0.008424806,0.2231,19.28,0.436971266
2016/8/18,0.007609229,0.2191,18.93,0.401966667
2016/8/19,0.008337114,0.2518,21.75,0.383315586
2016/8/20,0.007996434,0.2371,20.49,0.390260322
2016/8/21,0.008008029,0.2329,20.12,0.39801337
2016/8/22,0.007980757,0.2279,19.69,0.405320315
2016/8/23,0.007945394,0.2239,19.35,0.410614677
2016/8/24,0.009610696,0.2201,19.02,0.505294217
2016/8/25,0.015118285,0.2569,22.19,0.681310726
2016/8/26,0.014728509,0.2248,19.42,0.758419619
2016/8/27,0.013401427,0.2156,18.63,0.719346592
2016/8/28,0.013513536,0.2086,18.02,0.749918757
2016/8/29,0.011973207,0.2026,17.5,0.684183257
2016/8/30,0.007812092,0.2623,22.67,0.344600441
2016/8/31,0.002635352,0.1561,13.48,0.19550089
2016/9/1,0.002518186,0.1687,14.58,0.172715089
2016/9/2,0.002260976,0.1738,15.01,0.150631312
2016/9/3,0.002051072,0.1837,15.87,0.129242092
2016/9/4,0.001498951,0.1575,13.6,0.110216985
2016/9/5,0.001189917,0.1544,13.34,0.089199175
2016/9/6,0.000994256,0.1734,14.98,0.06637223
2016/9/7,0.000786001,0.2031,17.55,0.044786382
2016/9/8,4.80E-04,0.2211,19.11,0.025117739
2016/9/9,4.35E-04,0.2448,21.15,0.020567376
2016/9/10,4.06E-04,0.2276,19.67,0.020640569
2016/9/11,4.40E-04,0.2532,21.88,0.020109689
2016/9/12,5.60E-04,0.3312,28.61,0.019573576
2016/9/13,4.94E-04,0.2953,25.52,0.019357367
2016/9/14,4.19E-04,0.2461,21.26,0.019708373
