Date,Linear_Average_Load(t),Flow  (Cumecs),Flow(ML),Concentration (mg/L)
2018/1/24,0.001150687,0.0431,3.72,0.309324462
2018/1/25,0.001909556,0.0703,6.07,0.314589127
2018/1/26,0.029984603,1.1473,99.13,0.302477585
2018/1/27,0.019643941,0.7605,65.7,0.298994536
2018/1/28,0.009480973,0.3645,31.49,0.30107885
2018/1/29,0.005373615,0.1942,16.78,0.320239273
2018/1/30,0.003905431,0.1409,12.17,0.320906409
2018/1/31,0.003131125,0.1172,10.12,0.309399704
2018/2/1,0.004070855,0.1506,13.01,0.312901998
2018/2/2,0.002128597,0.0866,7.48,0.284571791
2018/2/3,0.001861217,0.0769,6.64,0.280303765
2018/2/4,0.101385159,3.5864,309.86,0.327196666
2018/2/5,0.165915907,1.8696,161.53,1.027152275
2018/2/6,0.078856951,0.7939,68.6,1.149518236
2018/2/7,0.043291591,0.4297,37.13,1.165946431
2018/2/8,0.022750915,0.2185,18.88,1.205027278
2018/2/9,0.017459205,0.1707,14.75,1.183674915
2018/2/10,0.014053805,0.1433,12.38,1.135202342
2018/2/11,0.009208085,0.1049,9.06,1.016344923
2018/2/12,0.00687992,0.0864,7.47,0.921006693
2018/2/13,0.006273746,0.0841,7.27,0.862963686
2018/2/14,0.005982804,0.0855,7.39,0.809581055
2018/2/15,0.007196452,0.1058,9.14,0.787357987
2018/2/16,0.008001106,0.1227,10.6,0.754821321
2018/2/17,0.011380429,0.1984,17.14,0.66396902
2018/2/18,0.017960084,0.3484,30.1,0.596680532
2018/2/19,0.009291039,0.1826,15.78,0.588785741
2018/2/20,0.006988987,0.1508,13.03,0.536376592
2018/2/21,0.012214649,0.3286,28.39,0.430244769
2018/2/22,0.012940483,0.4007,34.62,0.373786337
2018/2/23,0.050282451,2.2378,193.35,0.260059224
2018/2/24,0.16412481,3.8059,328.83,0.499117508
2018/2/25,0.154504993,3.3813,292.15,0.528855016
2018/2/26,0.053491117,2.1162,182.84,0.292556973
2018/2/27,0.029556877,1.5609,134.86,0.219167114
2018/2/28,0.062660648,4.4419,383.78,0.163272312
2018/3/1,0.133257992,6.271,541.82,0.245945133
2018/3/2,0.052807111,3.9602,342.16,0.154334554
2018/3/3,0.172245156,7.2934,630.15,0.273339929
2018/3/4,0.040507296,2.2444,193.92,0.208886634
2018/3/5,0.025481067,1.2127,104.78,0.243186362
2018/3/6,0.018880977,0.7875,68.04,0.277498192
2018/3/7,0.015462612,0.5778,49.92,0.309747837
2018/3/8,0.014218063,0.4996,43.17,0.329350544
2018/3/9,0.014865344,0.5027,43.44,0.342204052
2018/3/10,0.013693179,0.4695,40.56,0.337603033
2018/3/11,0.011911848,0.4168,36.01,0.33079278
2018/3/12,0.010038421,0.3527,30.47,0.329452609
2018/3/13,0.008485553,0.2986,25.8,0.328897403
2018/3/14,0.007741916,0.276,23.85,0.324608637
2018/3/15,0.007017068,0.2535,21.9,0.320414064
2018/3/16,0.005437976,0.1947,16.82,0.323304162
2018/3/17,0.004797815,0.1738,15.02,0.319428429
2018/3/18,0.004598277,0.1703,14.72,0.312382948
2018/3/19,0.004263725,0.1608,13.89,0.306963643
2018/3/20,0.00365922,0.1416,12.24,0.298955882
2018/3/21,0.003735684,0.1479,12.78,0.292307042
2018/3/22,0.004101039,0.1687,14.58,0.281278395
2018/3/23,0.008934418,0.4136,35.73,0.25005368
2018/3/24,0.021819001,1.0615,91.71,0.237912997
2018/3/25,0.037676957,2.0073,173.43,0.217245903
2018/3/26,0.092670895,4.765,411.69,0.225098727
2018/3/27,0.06108112,2.7317,236.02,0.258796373
2018/3/28,0.031659307,1.4024,121.17,0.261280078
2018/3/29,0.016315888,0.7239,62.55,0.260845532
2018/3/30,0.010536874,0.4697,40.59,0.259592855
2018/3/31,0.007983227,0.3511,30.34,0.263125478
2018/4/1,0.006898753,0.299,25.83,0.267082966
2018/4/2,0.98805754,31.3253,2706.51,0.36506702
2018/4/3,1.844833853,69.6347,6016.44,0.306632137
2018/4/4,0.476914134,36.8576,3184.49,0.149761542
2018/4/5,0.176466456,16.9855,1467.55,0.120245618
2018/4/6,0.084555144,7.3809,637.71,0.132591843
2018/4/7,0.05516016,3.805,328.75,0.167787559
2018/4/8,0.04081857,2.3366,201.88,0.202192243
2018/4/9,0.03010142,1.469,126.92,0.237168453
2018/4/10,0.025430317,1.0829,93.56,0.271807578
2018/4/11,0.022994641,0.8991,77.68,0.296017521
2018/4/12,0.020969004,0.9138,78.95,0.265598531
2018/4/13,0.059905597,3.0452,263.1,0.227691361
2018/4/14,0.076179984,4.8181,416.28,0.183001787
2018/4/15,0.077728254,6.9214,598.01,0.129978184
2018/4/16,0.037048408,3.6683,316.94,0.116894075
2018/4/17,0.032141235,2.2391,193.46,0.166138918
2018/4/18,0.026913982,1.4654,126.61,0.212573904
2018/4/19,0.022308477,1.0614,91.71,0.243250213
2018/4/20,0.0202448,0.863,74.56,0.271523605
2018/4/21,0.018313049,0.7072,61.1,0.29972257
2018/4/22,0.016912019,0.5969,51.57,0.327942971
2018/4/23,0.018433672,0.599,51.75,0.356206222
2018/4/24,0.018584803,0.5595,48.34,0.384460137
2018/4/25,0.018169162,0.51,44.06,0.412373173
2018/4/26,0.01795221,0.4717,40.76,0.440436948
2018/4/27,0.01832711,0.4524,39.09,0.46884395
2018/4/28,0.018082469,0.4207,36.35,0.497454443
2018/4/29,0.016802409,0.3655,31.58,0.53205855
2018/4/30,0.016785711,0.3434,29.67,0.565746916
2018/5/1,0.020435349,0.4054,35.03,0.583367085
2018/5/2,0.022750313,0.4338,37.48,0.606998746
2018/5/3,0.022561838,0.4246,36.69,0.614931534
2018/5/4,0.021707461,0.4046,34.96,0.620922797
2018/5/5,0.021546205,0.3975,34.34,0.627437536
2018/5/6,0.02134432,0.3897,33.67,0.633926938
2018/5/7,0.021153938,0.3825,33.05,0.640058638
2018/5/8,0.020974557,0.3755,32.44,0.646564642
2018/5/9,0.020775343,0.3679,31.78,0.65372382
2018/5/10,0.020587548,0.3609,31.19,0.660068868
2018/5/11,0.020379782,0.3536,30.55,0.667095974
2018/5/12,0.020183187,0.3466,29.95,0.67389606
2018/5/13,0.019997688,0.3401,29.38,0.680656501
2018/5/14,0.019761793,0.3325,28.73,0.687845214
2018/5/15,0.019567534,0.3263,28.19,0.69413033
2018/5/16,0.019363778,0.3194,27.6,0.701586159
2018/5/17,0.019150543,0.3128,27.03,0.708492157
2018/5/18,0.018938164,0.3065,26.48,0.715187462
2018/5/19,0.018706199,0.2997,25.9,0.722247066
2018/5/20,0.018505263,0.2935,25.36,0.7297028
2018/5/21,0.018294915,0.2872,24.82,0.737103747
2018/5/22,0.018176256,0.2831,24.46,0.743101226
2018/5/23,0.018239767,0.282,24.36,0.748758908
2018/5/24,0.018434608,0.2831,24.46,0.753663451
2018/5/25,0.018901512,0.2888,24.96,0.757272115
2018/5/26,0.019408083,0.2954,25.52,0.76050482
2018/5/27,0.019913954,0.3018,26.08,0.763571856
2018/5/28,0.020291732,0.308,26.61,0.762560391
2018/5/29,0.020221622,0.3151,27.22,0.742895738
2018/5/30,0.020002697,0.3212,27.76,0.720558249
2018/5/31,0.019783868,0.3281,28.35,0.697843668
2018/6/1,0.019575148,0.335,28.94,0.676404561
2018/6/2,0.019306212,0.3415,29.51,0.654226093
2018/6/3,0.019057441,0.349,30.15,0.632087595
2018/6/4,0.018758494,0.3556,30.72,0.61062806
2018/6/5,0.018449607,0.3627,31.34,0.588691991
2018/6/6,0.018140845,0.3705,32.01,0.566724305
2018/6/7,0.017781775,0.3772,32.59,0.545620589
2018/6/8,0.017422882,0.3847,33.23,0.524311827
2018/6/9,0.017054035,0.3922,33.89,0.503217321
2018/6/10,0.016634967,0.3993,34.5,0.482172957
2018/6/11,0.016336936,0.4102,35.44,0.460974492
2018/6/12,0.016008935,0.4202,36.31,0.440896034
2018/6/13,0.015650855,0.43,37.15,0.421288156
2018/6/14,0.015252755,0.4402,38.03,0.401071654
2018/6/15,0.014844746,0.4505,38.92,0.381416906
2018/6/16,0.014376509,0.4605,39.78,0.361400427
2018/6/17,0.013908492,0.4711,40.7,0.34173199
2018/6/18,0.013380195,0.4811,41.57,0.321871422
2018/6/19,0.012842148,0.4923,42.53,0.301955043
2018/6/20,0.012861182,0.5284,45.65,0.281734545
2018/6/21,0.013863718,0.6126,52.93,0.261925524
2018/6/22,0.011605397,0.5528,47.77,0.242943207
2018/6/23,0.009304786,0.484,41.81,0.222549294
2018/6/24,0.008056956,0.4601,39.75,0.202690717
2018/6/25,0.006929825,0.4383,37.87,0.182989834
2018/6/26,0.006076793,0.4312,37.26,0.1630916
2018/6/27,0.005274421,0.4266,36.86,0.143093353
2018/6/28,0.004491946,0.4215,36.42,0.123337342
2018/6/29,0.003719611,0.4167,36.01,0.103293835
2018/6/30,0.00298782,0.414,35.77,0.083528655
